game_id,result,reward
1444,lose,-20.0
1445,lose,-20.0
1446,lose,-20.0
1447,win,20.0
1448,lose,-20.0
1449,win,20.0
1450,win,30.0
1452,lose,-20.0
1453,lose,-20.0
1454,lose,-20.0
1455,lose,-40.0
1456,win,20.0
1457,lose,-40.0
1458,lose,-20.0
1459,lose,-20.0
1460,lose,-20.0
1461,lose,-10.0
1462,win,20.0
1463,win,20.0
1464,lose,-40.0
1465,lose,-20.0
1467,win,20.0
1468,lose,-20.0
1469,lose,-20.0
1470,win,20.0
1471,lose,-10.0
1472,win,20.0
1473,lose,-20.0
1474,win,20.0
1475,lose,-20.0
1476,lose,-25.0
1477,lose,-20.0
1478,lose,-40.0
1479,win,30.0
1480,lose,-20.0
1481,lose,-20.0
1482,lose,-20.0
1483,win,20.0
1484,lose,-20.0
1485,win,30.0
1486,lose,-10.0
1489,lose,-20.0
1490,win,40.0
1491,lose,-20.0
1492,lose,-20.0
1493,lose,-20.0
1494,lose,-20.0
1495,win,20.0
1496,win,40.0
1497,win,20.0
1498,win,20.0
1499,lose,-20.0
1500,win,20.0
1501,lose,-20.0
1502,win,20.0
1503,win,20.0
1504,lose,-20.0
1505,lose,-10.0
1506,lose,-20.0
1507,lose,-20.0
1509,win,20.0
1510,lose,-20.0
1511,lose,-40.0
1512,win,20.0
1513,lose,-20.0
1514,lose,-20.0
1515,win,20.0
1516,lose,-10.0
1518,lose,-25.0
1519,win,20.0
1520,lose,-20.0
1521,lose,-20.0
1522,lose,-20.0
1523,win,20.0
1524,win,30.0
1525,lose,-10.0
1526,lose,-20.0
1527,lose,-40.0
1528,lose,-20.0
1529,win,20.0
1530,lose,-40.0
1531,lose,-20.0
1532,lose,-20.0
1533,win,20.0
1534,win,30.0
1535,win,20.0
1536,win,20.0
1538,lose,-20.0
1539,lose,-40.0
1540,win,20.0
1541,lose,-20.0
1542,win,30.0
